BeverageName,Category,ABV,Description
Menage Frog,1,9,"Belgian Style Tripel using same Abbey Yeast. Monster aromas and sweet flavors coming from the yeast and a huge amount of Belgian Candi Sugar. Ingredients: Weyermann Pilsner Malt, Belgian Candi Sugar, Saaz Hops."
Rogue Smoke,1,6,"Rogue Smoke(previously known as Welkommen on draft) is a German style Rauchbier (Smoke Beer), which was inspired by the Fall of the Berlin Wall. Most rauch brews are bottom fermented, however Rogue Smoke, is top fermented. It is orange-amber in hue with a delicate smoke aroma and flavor with an intense hop finish.

In All About Beer, August, 1995 issue, Christopher Brooks writes \Alder wood"
Tracktown IPA,1,7,"Offering a hop-heads paradise, this unfiltered Northwest-Style India Pale Ale introduces a big floral hop character to the aroma, flavor and finish. Hops, Hops, Hops from front to back but nicely offset with a malty richness that prevents this ale from being overbearing. Tracktown is made from 100% Floor Malted Maris Otter, 100% Northwest Amarillo Hops, Free Range Coastal Water, and absolutely No Chemicals, Additives, or Preservatives."
Trafalgar IPA,1,0,"Let Battle Commence... Trafalgar is a Gold Medal Award winning bottle conditioned India Pale Ale brewed to a 19th Century recipe. Listed in the Top 500 Ales in the World, Trafalgar measures 6% ABV. Brewed in the Royal Forest of Dean at Freeminer Brewery in the UK and distributed by Rogue Ales in the US.

Trafalgar IPA is a true India Pale Ale, brewed to an original 19th Century recipe. IPA's were brewed at high APV and heavily hopped to enable their preservation on the long journey to the colonies from England. This Ale is brewed from the oldest working traditional floor maltings in Warminster, Wiltshire. The hops are traditional \Goldings\"" variety grown around Ledbury"
Youngers Special Bitter,1,0,"Our original Rogue Ale, Youngers Special Bitter (affectionately nicknamed YSB) is a classic English Special Bitter named after Bill Younger of the infamous Horse Brass Pub in Portland, Oregon. The Malt Advocate described Youngers Special Bitter as \rich and flavorful. A triad of caramel maltiness"
Dark Mild,1,3.5,"To quote Dr. John Harrison, a great influence on my brewing, \Mild ale is the only beer with an uninterrupted history from medieval times to the present day.\"" The \""mild\"" means low hop bitterness"
Irish Stout,1,0,"\Guinness\"" is the prototype of all modern stouts. Many people"
Brune (Brown),1,6.8,"Dark brown with a nice tan head.
Sweet and aromatic.
Smooth and best served cold from a goblet or chalice.

I have had this on tab, in a 12oz bottle and 1 liter bottle.  It is very common on to be on tap in Belgium and Paris as well as in a bottle in the UK.

I have not seen it in the US nor can I find a distributor that could get it."
Upland Wheat Ale,1,4.5,
O'Hara's Celtic Stout,1,4.3,"Unlike the image, does not have the creamy head like many Irish stouts (Beamish, Guinness, Murphys) and as a result lighter on the stomach and nice with a meal. Very distinctive taste which may put off those not accustomed to drinking stouts.I would recommend it for the more adventurous pallette.

Roast barley comes through in the taste."
Balashi,1,5,
St. Adrian's Alt,1,0,
Pale Ale,1,0,
Avenue Ale,1,4.1,"2007 Maryland Governor's Cup Bronze Medal:
A golden colored ale with crisp malt character and a slightly spicy hop aroma. We use a good amount of wheat and some German malt in this one to give it a very refreshing taste. Avenue Ale is a true session beer, so sit down and prepare for a long one."
Copper Head Ale,1,0,
Geary's Pale Ale,1,4.5,\A classic British pale ale with a nod to the legendary beers of Burton-on-Trent. Copper-colored
Aecht Schlenkerla Rauchbier Urbock,1,6,"A smoked bock beer for Bamberg's strong beer season (October through December). Matured for months in ancient rock-cellars underneath Bamberg and tapped freshly from the oakwood cask. Similar to, but much bigger than the classic Maerzen style."
Grolsch Amber Ale,1,5.3,
Grolsch Premium Weizen,1,5.5,"Grolsch Premium Weizen is the main wheat beer made by Grolsch.
It is made according to the German Reinheitsgebot (\German Beer Purity Law\"")"
Grolsch Dunkel Weizen,1,5.5,Grolsch Dunkel Weizen is the darker version of Grolsch Premium Weizen.
Grolsch Pilsner Speciale,1,5.5,Grolsch Speciale Pilsner is a special version of the Grolsch Premium Pilsner. It has a fruitier taste than the Premium Pilsner.
Grolsch Premium Pilsner,1,5,The 'standard' Grolsch beer.
Sneck Lifter,1,5.1,"A dark beer with a reddish tinge derived from the use of coloured malts, full of complex flavours, which create an intriguing beer of great character.

In Northern English dialect sneck means door latch and a sneck lifter was a manâ€™s last sixpence which enabled him to lift the latch of a pub door and buy himself a pint, hoping to meet friends there who might treat him to one or two more."
Chimay Grand Reserve(Chimay Blue),1,9,"Named Grande RÃ©serve in 75 cl (25.4 fl.oz.) bottles, it is principally distinguished by its character of a strong beer. 

This is a beer whose fragrance of fresh yeast with a light, flowery rosy touch is especially pleasant. 

Its flavour, noticed when tasting it, only accentuates the pleasant sensations perceived in the aroma , while revealing a light but pleasant touch of roasted malt.

This top fermented Trappist beer , refermented in the bottle, is not pasteurised."
La Trappe Enkel / La Trappe Blond,1,6.5,
La Trappe Dubbel,1,6.5,
Rodenbach,1,5.1,
Grand Cru,1,6,
Leffe Blonde,1,6.6,
Newcastle Brown Ale,1,4.7,
Abbey Dubbel,1,8.5,
Domaine DuPage French Country Ale,1,5.9,"Domaine DuPage is a rural, northern France, amber colored ale. This well balanced beer is full and sweet up front with caramel, toasty, and fruity characters. The finish has a gentle floral and spicy hop balance that cleanses the palate."
The Bitter End Pale Ale,1,5.1,Very drinkable light golden ale.  Extremely refreshing hop finish
Maximus Ale,1,8.4,
Bar Harbor Real Ale,1,5.2,"A good, clean nutbrown ale with a malty body. This is our most popular ale due to its smooth and malty flavor.

We use a mixture of pale, crystal and black malts in this one, and our primary hop is Target, though we also add some Whitbread Goldings Variation as well.

The Real Ale is best fresh, so fresh in fact, that it's great right out of the bright tank."
Apricot Weizen Ale,1,5.1,"Brewed by the original Wheat Beer Pioneers, Pyramid Apricot Weizen Ale is left unfiltered for extra flavor and aroma.

The gold medalist of fruit beers, Pyramid Apricot Weizen is an adventurous wheat ale that offers the pleasing aroma and flavor of fresh apricots, and smooth and refreshing character for which our wheat beers are known.

Original Gravity: 11.75
Alcohol By Volume: 5.10%
Malts: 2-Row Barley, Malted Wheat, Caramel
Hops: Nugget
Availability: Year Round
Best Paired With: Appetizers, salads, and desserts such as pies and pastries.

Best of the Northwest/Pacific in the \Fruit Beer\"" category at the 2000 United States Beer Tasting Championship"
St-Ambroise Oatmeal Stout,1,5,
St-Ambroise Apricot Wheat Ale,1,5,"Apricot Wheat Ale blends various barley malts with malted wheat and natural apricot essence to create an original-tasting beer with a clean, fruit nose.

5% alc/vol  Available in Bottles and Draft"
Tecate,1,0,
Corona Extra,1,4.6,
Club Colombia,1,4.7,La mejor cerveza de Colombia.
WaldschlÃ¶sschen Dunkel,1,5,"dark, bottom-fermented, more on the sweet side, made of 100% barley malt  according to ther description, very good to meat"
Boulevard Unfiltered Wheat,1,4.5,"Boulevard Unfiltered Wheat Beer is a lively, refreshing ale with a naturally citrusy flavor and distinctive cloudy appearance. This easy-drinking American-style wheat beer has become our most popular offering, and the best-selling craft beer in the Midwest."
Bison Chocolate Stout,1,0,\This richly textured
Sierra Nevada Pale Ale,1,5.6,"From the Sierra Nevada Brewing Co. website:
Our most popular beer, Sierra Nevada Pale Ale, is a delightful interpretation of a classic style. It has a deep amber color and an exceptionally full-bodied, complex character. Generous quantities of premium Cascade hops give the Pale Ale its fragrant bouquet and spicy flavor. 

â€œSierra Nevada Pale Ale is the flagship beer, the one that made Chico famous. It is a flawless beer that opens with bright, perky high notes of maltiness and orange blossom and segues into a delectable hoppiness.â€

â€“ Elaine Louie, Premier Beerâ€”A Guide to America's Best Bottled Microbrews
 
   
  
GOLD MEDAL WINNER
Great American Beer Festival (American Pale Ale: 1995, 1994, 1993; 
Classic English Pale Ale: 1992; Pale Ale: 1990, 1989, 1987)"
Unfiltered Wheat Beer,1,4.4,"From the Sierra Nevada Brewing Co. website:
Pale, smooth, and light-bodied, Sierra Nevada Wheat Beer is brewed from premium malted wheat and light barley malts, utilizing our traditional ale yeast. This unfiltered ale is finished with the characteristically spicy Strissel Spalt hops from the Alsace region of France. 

â€œThe lightest Sierra Nevada beer is this refreshing wheat beer made with barley & wheat for a very light character but loads of flavor!â€

â€“ BevMo.com

SILVER MEDAL WINNER
California State Fair (American Wheat: 2000)"
Stout,1,5.8,"From the Sierra Nevada Brewing Co. website:
Creamy, malty, and full-bodied, the Sierra Nevada Stout is satisfyingly rich. Caramel and Black malts give the Stout its deep, dark color and pronounced roasted flavor. 

â€œSierra Nevada Stout is admirable from nose to finish, with notes of malty sweetness to the palate but plenty of bitterness available to set up a stimulating counterpoint.â€

â€“ Christopher Finch, A Connoisseurâ€™s Guide 
to the Worldâ€™s Best Beer

GOLD MEDAL WINNER
California State Fair (Stout, Sweet & Foreign: 2000)"
ESB - Early Spring Beer,1,5.9,"From the Sierra Nevada Brewing Co. website:
Our ESB combines the best of English tradition with West Coast style. A blend of malts featuring British-grown Maris Otter is balanced with the earthy spiciness of hand-selected English and US hops. The ale is left unfiltered, which enhances mouthfeel and hop aroma creating a slightly reddish-copper hue"
Summerfest,1,5,"From the Sierra Nevada Brewing Co. website:
Our Summerfest® is a refreshing, pilsner-style lager. Its incredible smoothness comes from an extra-long lagering period. Lighter in body than our ales but just as complex in character, Summerfest® quenches your thirst with big aroma and a tangy hop bite. 

GOLD MEDAL WINNER
California State Fair (European Light Lagers: 1999)"
Anniversary Ale 2007,1,5.9,"From the Sierra Nevada Brewing Co. website:
Each fall we celebrate our anniversary as one of Americaâ€™s craft brewing pioneers with a special beer.  This year, in celebration of our 27th year, we have made this beer available to the public for the first time, and aptly named it Anniversary Ale.    

Anniversary Ale is an American-style IPA featuring Cascade hops, the signature hop used in our Pale Ale. The beer has a pronounced pine and citrus hop aroma balanced by the sweetness of two-row pale and caramel malts. The result is an unusually well-balanced IPA that proves an IPA can be both assertive and elegant. Anniversary Ale is a medium-bodied, well-hopped ale that finishes with a slight malt sweetness."
Celebration Ale,1,6.8,"From the Sierra Nevada Brewing Co. website:
The long, cold nights of winter are a little brighter with Celebration® Ale. Wonderfully robust and rich, Celebration® Ale is dry-hopped for a lively, intense aroma. Brewed especially for the holidays, it is perfect for a festive gathering or for a quiet evening at home. 

"
Bigfoot,1,9.6,"From the Sierra Nevada Brewing Co. website:
This year marks the 25th release of Bigfoot®. Our award-winning barleywine boasts a dense, fruity bouquet, an intense flavor palate and a deep reddish-brown color. Its big maltiness is superbly balanced by a wonderfully bittersweet hoppiness. 

"
SchÃ¶fferhofer Hefeweizen alkoholfrei,1,0,"alcohol-free Hefeweizen with the tipical taste, isotonic,"
SchÃ¶fferhofer Hefeweizen Hell,1,5,"classic Hefeweizen, cloud because it is traditionally unfiltered, was tested and rated by the German consumer magazin \Ã–kotest\"" as \""very good\"" for pureness and residues of pesticides and so on"""
Sharkbite Red,1,0,Dark Amber Ale
Allagash White,1,5,"Our interpretation of a traditional Belgian wheat beer, Allagash White is unique and truly refreshing. Brewed with a generous portion of wheat and our own special blend of spices, this beer is light and slightly cloudy in appearance, with a spicy aroma. Overall, it is a beer that is very drinkable and smooth any time of the year.



Available in: 12 oz and 750 ml bottles, 15.5 and 5.17 gal kegs
ABV: 5.0%
Original Gravity: 1048
Recommended Serving Temp: 34Â°F to 50Â°F"
Pils Legende,1,4.9,
Burton Baton,1,10,
World Wide Stout,1,18,"Dark, rich, roasty and complex, World Wide Stout has more in common with a fine port than a can of cheap, mass-marketed beer. Brewed with a ridiculous amount of barley. Have one with (or as!) dessert tonight!"
Black Chocolate Stout,1,10,
Vertical Epic 06.06.06,1,0,
Pilsener Bier,1,5,"A true German-style pilsener, fermented at 43 degrees and cold lagered for eight weeks."
Caldera IPA,1,6.1,Available in 12 oz. cans and kegs.  An American-style India Pale Ale brewed with plenty of body and an assertive hop profile.
Dry Hop Orange,1,5.4,"A conundrum in the world of beer.  This ale does not fit any conventional beer style.  Orange in color only, this beer has hop characteristics of oranges and tangerines."
Ashland Amber,1,5.5,"A crisp, well-balanced, refreshing amber.  Simplicity is the key to this recipe."
Dry Hop Red,1,5.7,A red ale dry hopped with three different hop varieties.
Pilot Rock Porter,1,6,"A smooth, creamy, chocolate laden porter."
Dark Lager,1,6.1,A German-style Munich Duenkle.  Dark and smooth.  Release date:  February 1.
Pale Ale,1,5.4,Available in 12 oz. cans and kegs.  A West-Coast-style pale ale balancing plenty of hops with a malty backbone.
Cerveza Sol,1,4.5,
Purple Haze,1,0,"Purple Haze is a crisp, American style wheat beer with raspberry puree added after filtration. Therefore, you may see raspberry pulp in the beer. The raspberries provide the lager with a subtle purple coloration and haze, a fruity aroma, and a tartly sweet taste."
Great Northern Porter,1,5.6,
Red Oak Amber Lager,1,0,"Red Oak Amber is a Munich Urtyp (Old Style) Lager. We begin the brewing process with custom kilned imported Munich Malt.  Red Oak is then hopped with Spalt Noble Hops imported from Bavaria, the oldest hop growing region in the world.  Before fermentation we add a yeast strain from Weihenstephen, the oldest brewery in the world, founded before 1040 AD. Weeks of aging gives Red Oak the smooth taste it is known for."
Battlefield Bock,1,0,Battlefield Bock is a smooth and creamy Bavarian Style Bock Lager. It is brewed with our proprietary blend of Bavarian Dark Roasted Malts giving it a distinct taste with hints of coffee and chocolate. We add Noble Czech Saaz Hops to balance the flavor of this rich full bodied lager.  Battlefield Bock is slow cold aged for a minimum of 8 weeks.
Hummin Bird,1,0,Hummin' Bird is a Light Lager or Hell (Helles) similar to those found throughout Bavaria. We use carefully selected Pilsner Maltâ€¦then it is delicately hopped with imported Tettnang Noble Hops. Then we add a proprietary lager yeast strain which is not filtered out providing ones daily supply of vitamin B.  Hummin' Bird is slow-cold aged for over one month resulting in a lush mouth feel.
Eisenbahn Weizenbock,1,8,
Dreher Classic,1,5,
Soproni,1,5,
Borsodi,1,5,
Celebrator,1,6.7,"Profoundly dark, rich elixir with a complex fruitiness of roasted malt and whole hop flowers. Semi-dry finish."
Dos Equis Amber Lager,1,0,
Dos Equis Special Lager,1,0,
Iron City,1,4.5,"Iron City has been the â€˜Burghâ€™s signature beer since 1861. This premium lager has become a proud tradition of the city and its people. Just try to imagine a Pittsburgh football, baseball or hockey game without an ice cold Iron.

We still brew Iron City fresh daily â€“ but now, instead of delivering it to Pittsburgh neighborhoods in horse-drawn buggies, we deliver it to your favorite hangouts. You can get an Iron at national restaurant chains, upscale eateries, and â€“ of course â€“ your favorite local bar. You can also find it at more than 330 regional beer distributors. Because Iron City is brewed locally, it goes from the brewery to you within a matter of days. You wonâ€™t find a fresher beer anywhere in Pittsburgh!"
Optimator,1,7.2,
Pilsner Urquell,1,4.4,
Broken Halo IPA,1,6,\Broken Halo IPA is a beer produced in the spirit of traditional IPA products shipped from the UK to India in the late 1800s. The almost excessive amounts of Cascade and Columbus hops used in Broken Halo give it notable citrus and grapefruit aromas and flavors. The beer bitterness measures high but tastes smooth due to the full-bodied
Drop Top Amber Ale,1,5,\A rich
Grasshopper,1,0,
Widmer W'08,1,4.9,\Our Brewmasters' Release - The three different red
Vetter 33,1,37,
Duveneck's Dortmunder,1,4.5,Frank Duveneck was a famous Cincinnati painter who produced such masterpieces as Whistling Boy andOld Man In a Fur Cap. Our Dortmunder is a medium- bodied golden lager showcasing a delicious malt profile balanced with Noble German hops. This beer is designed to satisfy even the stodgiest of old beer curmudgeons!
Cumberland Pale Ale,1,4.6,Early Cincinnati brewers shipping their beers into Tennessee would generously hop their beer to prevent spoilage during the long arduous trip over the Cumberland Trail. This classic interpretation of the American Pale Ale features a solid foundation of pale malt loaded with fresh Cascade hops. Hereâ€™s to getting where youâ€™re going!
RedLegg Ale,1,4.9,"In the old days, runners who made it to third base were rewarded with a mug of beer! This is the way the game was meant to be played; pitchers throwing side- armed and a half barrel on the field. Our Red Legg Ale is an American Amber Ale with a rich, malty flavor, slightly sweet on the finish. An All-Star in any line- up!"
Star Beer,1,0,"â€¢ Millions of golden bubbles
â€¢ Sparkling brightness
â€¢ Refreshing taste
â€¢ Cascading foam head
â€¢ Cold filtered for quality

http://www.slbrewery.com/index.php?option=com_content&task=view&id=18&Itemid=36"
Wachusetts IPA,1,0,Nice Hoppy IPA - available in MA & NY only
Narragansett Lager,1,0,"Made on Honor, sold on Merit. Flavorful lager."
Gordon Biersch Marzen,1,5.7,
Duvel,1,8.5,
San Miguel 1516,1,4.2,
Arrogant Bastard Ale,1,7.2,
Maredsous 10 Tripple,1,10,"In 1963, the Benedictine abbey of Maredsous entrusted the production and sales of the famed Maredsous beers to Duvel Moortgat. The monks continue to exercise strict control over its recipes and quality standards right up to today.

 

Regardless of what colour or taste you choose, the Maredsous range has everything to intrigue you. These aromatic, delicate, fruity and velvety beers supplement each other in a perfect harmony as far as both colour and taste experience are concerned.

The blonde Maredsous with 6% alcohol content, the brown one with 8% alcohol content and the triple one with 10% alcohol content ripen first for two full months before they depart to their final destination. The specific bottle fermentation, refined by the brewery for its main brand Duvel, also give the Maredsous abbey beers an extra dimension. 	 

About Maredsous

The triple Maredsous with 10% alcohol content is one of the favourite beers of Michael Jackson, the outstanding beer â€™popeâ€™:
\These beers have long been my favourites. Above all the 10Â° is an especially tasty beer.\"""""
Firemans #4,1,5.1,"Smooth blend of malt, citrus and fruit"
Smithwick's,1,4.5,
Guinness Extra Stout,1,5,GUINNESS® Extra Stout is steeped in heritage - a whole costume drama in a bottle. It
Leinenkugel's Sunset Wheat,1,4.9,
Leinenkugel's Honey Weiss,1,4.9,"Select Pale and Wheat Malt, Cluster hops and a hint of Wisconsin honey give this unique refresher a clean, crisp, slightly sweet taste."
Leinenkugel's Berry Weiss,1,4.7,
Leinenkugel's Summer Shandy,1,4.2,"Get a taste of the freshest flavor under the sun - Leinenkugelâ€™s Summer Shandy. A shandy is a lemonade flavored beer, a European favorite during the warmer months. And the light, crisp flavor makes it a great summer refresher. Each batch is carefully brewed using the finest wheat, malted barley and just a hint of real Wisconsin honey. Then, our brewmasters mix in fresh lemonade and citrus flavors to create an adventurous taste thatâ€™s perfect for those lazy days of summer."
Keystone Light,1,4.2,
Eye of the Hawk,1,8,
Heineken,1,5,
Duchy Originals Organic English Ale,1,5,
Gordon Biersch Schwarzbier,1,4.3,
Gordon Biersch Czech Lager,1,5.6,
Gordon Biersch Hefeweizen,1,5.5,
Skopsko,1,5,
Copper Ale,1,0,"Copper Ale, a medium bodied, amber ale inspired by the Altbiers of Northern Germany. Brewed with six different malts, three hop varieties and our special house yeast, Copper Ale is characterized by a well-balanced blend of malty notes and mild bitterness."
Oktoberfest,1,0,"Oktoberfest is our version of the perennial favorite Bavarian Autumn beer. Oktoberfest's deep golden hue helps bring to mind the old country and its time honored traditions. Brewed with Hallertau and Tettnang hops to balance its clean, malty sweetness, it's the perfect brew for a crisp Autumn day. Available from August to November."
Barney Flats Oatmeal Stout,1,5.7,"With its deep, dark brown-black color, thick, full-bodied, velvety-smooth mouth feel, mocha character, and, strong yet subtle hop bite,  Barney Flats Oatmeal Stout  is one of the thickest, richest, and most complex stouts on the market today. In 1990, it became our first gold medal winner, at the Great American Beer Festival.  Barney Flats  was judged so superior to the other stouts that no other medals were even awarded in its catagory. Try it and see why Stewart Kallen described it as, \Slippery"
Pale Ale,1,0,"Pale Ale is a golden amber brew, made with Cascade hops from the Yakima Valley. Adding Cascades during conditioning captures the rich aroma of the hop, and completes the clean, well-balanced flavor of our American pale ale. Crisp, refreshing, exotically aromatic, and available all year."
Stovepipe Porter,1,0,"Stovepipe Porter is made in the traditional porter stlye, and is a favorite with all porter lovers. Ruby-black in color, Stovepipe Porter has a rich palate and a roasted, hoppy aroma. It is delicious on its own or with a meal, and tastes great with chocolate."
White Sail,1,0,"White Sail is a Belgian-style white beer, craft brewed with wheat, malted barley, hops, and a little bit of coriander and orange peel. It is mild yet flavorful, with fruity undertones and a haze from the yeast and wheat. This ale is delicious on its own, or with a slice of orange."
Vermont Lager,1,0,"A classic European style lager. We take the time to brew this beer as a true lager should be brewed. And it's well worth the wait! You can enjoy the drinkability of this light-gold, refreshing beer with friends at the pub or at home after a long day."
Long Trail Ale,1,4.6,"Long Trail Ale is a full-bodied amber ale modeled after the \Alt-biers\"" of DÃ¼sseldorf"
Traditional IPA,1,5.9,"The first IPAs were unfiltered and featured extra hops and higher strength as a preservative for the long trip from England to the colony of India. Our Traditional IPA is naturally carbonated, dry-hopped & unfiltered like the old days."
Double Bag Ale,1,7.2,"This malty, full-bodied double alt is also know as \Stickebier\"" - German slang for \""secret brew\"". Double Bag was originally offered only in our brewery taproom as a special treat to our visitors."""
Long Trail Hefeweizen,1,5,"Here is our \Wheat Beer with Yeast\"""
Harvest,1,4.4,A light & malty experience modeled after one of our favorite old style English brews.
Hibernator,1,6,This robust and malty brew will take the bite from a cold winter night.
Blackbeary Wheat,1,4,"Light & refreshing with a hint of blackberry at the finish makes this beer a real thirst quencher. For the health conscious, Blackbeary Wheat has less than 6 grams of carbs and contains 0 fat."
Steamwhistle Lager,1,5,Good clean lager.
Belgian White,1,4.7,"Our Belgian White Ale is modeled after the original Belgian Witbiers brewed in monasteries during the early 14th century. The soft notes of citrus and spice are topped with a light, fluffy head that finishes clean and crisp. This all natural ale is our latest seasonal brew, perfect for lounging lake-side or celebrating at trail's end."
La Fin Du Monde,1,9,"La Fin du Monde has a brilliant golden color with vigorously effervescent foam.
It is midly yeasty with a complex palate of malt, fruit and spice notes followed by a smooth, dry finish."
Lone Star Light,1,3.85,\Lone Star Light mimics its full-bodied counterpart with an award winning premium light taste. This beer retains the complimentary ratio of barley
Commodore Perry IPA,1,7.5,"A medium-bodied and well hopped India Pale Ale with a dry, fruity aftertaste."
Dortmunder Gold,1,5.8,A smooth lager that strikes a delicate balance between sweet malt and dry hop flavors.
Edmund Fitzgerald Porter,1,5.8,
Eliot Ness Amber Lager,1,6.2,"An amber lager with rich, fragrant malt flavors balanced by crisp, noble hops."
Burning River Pale Ale,1,6,An assertively hopped American Pale Ale with citrusy and piney Cascade hops.
Holy Moses,1,5.4,"A Belgian Wit Ale spiced with orange peel, chamomile and coriander."
Christmas Ale,1,7.5,"A holiday ale brewed with honey and spiced with fresh ginger and cinnamon. Availability, November to December."
Ohio City Oatmeal Stout,1,4.8,A smooth and creamy medium-bodied stout with soft malty notes and dry finish.
Negra Modelo,1,6,"Negra Modelo has long been the dark beer alternative for Mexican beer drinkers. It has been identified as one of the few surviving examples of Vienna style lager - a style that was largely replaced in European breweries with Oktoberfest, a slightly lighter lager, in the early twentieth century. 
Negra Modelo pours with an off-white, medium head. The body is clear with a rich amber/copper color. The aroma is sweet with hints of apple. The impression at the first sip is sweet. This gives way only a bit to some hops bitterness which gives some balance but leaves the beer firmly in the sweet category. It has no real lager snap at the end, just lingering hops. This actually makes the second sip more balanced than the first.

There is some complexity and depth here but the flavors are very delicate. They are obliterated by the aggressive flavors of the Mexican food that Modelo is often served with making it a sweet balance to the savory and sometimes hot cuisine."
Birra Moretti La Rossa,1,7.2,"Birra Moretti La Rossa is a double boch beer produced using high quality 100% malted barley, giving it a rich sweet taste and an intense fragrance of roasted malt. The amber color that characterizes the beer, comes from the kind of malt used in the recipe (malt is dried, roasted barley). Another key ingredient is hops, the variety used is particularly aromatic, giving a characteristic bitter aftertaste and a delicate fragrance to the beer. The Master Brewers advise a service temperature between 10Â° and 12Â° C."
Stockyard Oatmeal Stout,1,6,
Lone Star,1,4.65,"The National Beer of Texas
\Lone Star beer uses the finest hops from the Pacific Northwest with hearty grains from the Central and Northern Plains. The GABF recognized Lone Star as a high quality American Cream Lager by awarding it with a silver medal. Malted barley and corn extract combine to provide Lone Star with nature's finest ingredients for brewing. Lone Star's ingredients give this beer its full natural flavor. The choicest hops lend complexity and aroma to this beer"
Thomas Hooker Irish Red Ale,1,5.3,"Thomas Hooker's traditional Irish-Style Red Ale gets its warm, ruby color from an interesting blend of pale, caramel and roasted malts which promote a sweetness that's balanced with crisp, authentic, English-style hops. A very unique and drinkable red ale that's also favored by amber lovers.
Hooker Irish Red is drinks well year-round, not just on St. Paddy's day."
Bud Extra,1,6.6,"Originally known as \B to the E\"""""
Bud Dry,1,5,"Introduced in 1989 Bud Dry is the first dry-brewed beer produced by an American brewer. It is brewed with select hops, grains and barley malt, which results in a lighter body and less-sweet taste. As with all Anheuser-Busch beers, it is cold-filtered for a smooth draft taste, but then goes through a second cold-filtered finishing process to provide its unique taste."
Warsteiner Premium Verum,1,4.8,
Bud Light Lime,1,4.2,"Exactly what it says, Bud Light and Lime. Brewed in Georgia."
Warsteiner Premium Dunkel,1,4.8,
Bare Knuckle Stout,1,0,
Caguama,1,3.9,
Bud Ice,1,5.5,Actually an Ice Lager. Introduced in 1984.
Bud Ice Light,1,4.1,Introduced in 1994.
Michelob Amber Bock,1,5.2,\Michelob AmerBock is American-style bock beer with a rich
Toasted Lager,1,5.3,"TOASTED LAGER

Blue Point Brewing's award-winning Toasted Lager is our flagship product. Copper in color this brew is made from six different malts including: English Pale, Crystal, Munich, Carapils, Wheat and Belgian Caravienna. Toasted Lager displays a balanced flavor of malt and hop which makes for easy drinking. Special lager yeast is used to produce that long lasting, smooth finish. The \toasted\"" part of the name refers to our direct-fire brew kettleâ€™s hot flames that impart a toasted flavor to our most popular microbrew."""
Goose Island IPA,1,5.9,"From the Goose Island website:

\Our IPA recalls a time when ales shipped from England to India were highly hopped to preserve their distinct taste during the long journey. The result"
BeckÂ´s,1,4.5,"German Pilsner beer, with quite a bit of hops taste."
Schlappeseppl Export,1,5.5,"A classically brewed export beer with a slight aroma of hops.


Awarded with the gold medal by
German Agriculture Society-DLG
2005, 2006 and 2007
Monde Selection, BrÃ¼ssel 2003 and 2005
2007 with Grand Gold
and with the silver medal by
World Beer Cup, Colorado 2002"
1664,1,0,
WeiÃŸbier,1,0,
Rockslide IPA,1,6.7,"If being in one of the coldest places in the US isn't extreme enough, the contents of this beer may very well redefine your commitment to the pursuit of hops. Rockslide IPA is brewed in the 'West Coast' style with aggressive amounts of American hops such as Amarillo, Centennial and Summit hops. You are greeted with a full frontal assault of citrus/grapefruit/pine hop character, followed up with malt to balance the mouthfeel. This beer is all about hops."
420 Extra Pale Ale,1,5.4,
Riverwest Stein Beer,1,0,Delicious
Kennebunkport IPA,1,0,"Below-average but drinkable IPA, cheaply priced (~$1/bottle), and available at Trader Joe's."
Abita Jockamo IPA,1,6.5,
Bass Pale Ale,1,5,
Three Philosophers,1,9.8,
Harpoon IPA,1,5.9,"From their site:

\Harpoon IPA is an interpretation of the classic English style using hops and malt grown in the United States.\""

...

\""The high hopping of Harpoon IPA is not only noticeable in the nose but especially in the finish. The lingering bitter finish of this beer is not harsh or astringent"
Harpoon UFO Hefeweizen,1,4.8,"From Harpoon's site:

\UFO Hefeweizen is an American unfiltered wheat beer.  Perhaps UFOâ€™s initial sensory perception is also its most prominent: a cloudy golden color and a dense"
Hoegaarden,1,4.9,"Hoegaarden is the authentic Belgian wheat or white beer. It has a unique and extremely complex brewing process whereby the brand is first top fermented and then is refermented within the bottle - ending up in a unique cloudy-white appearance. The brand's unique appearance is mirrored by its one-of-a-kind taste - sweet and sour beer with a little bitterness, slightly spicy, with a strong touch of coriander and a hint of orange, perfect for warm summer days, instead of other refreshing beverages. Refreshing, a little quirky, and decidedly different - naturally."
Stone 11th Anniversery Ale,1,8.7,"The inspiration for making a Black IPA (or should we say \India Black Ale/ IBA\""?) has been over a year in the making. As soon as we wrapped up the brewing of the Stone 10th Anniversary IPA"
Gumballhead,1,4.8,"Three Floyds official summer beer highly dry hopped American wheat beer. Quite hoppy. Gumballhead is brewed from red wheat and amarillo hops. It has a medium haze, due to bottle conditioning; once the beer is bottled, extra yeast is added for a secondary fermentation. The hops give off a pronounced citrus note on the nose. Notes of bread - from the yeast - and a good malt undertone. Medium carbonation."
Honker's Ale,1,0,"Honkerâ€™s Ale combines a spicy hop aroma with a rich malt middle to create a perfectly balanced ale that is immensely drinkable. A smooth, drinkable English Bitter for those looking for more from their beer."
Julius Echter Hefe-WeiÃŸbier Hell,1,0,
